Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Posted_date,Age_of_listing_in_days,Location,City,Latitude,Longitude
"Al Zeina, Al Raha Beach, Abu Dhabi",100000,2,3,Apartment,1400,71.42857142857143,Medium,Yearly,Unfurnished,For Rent,2/7/2024,74,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Dana, Al Raha Beach, Abu Dhabi",155000,3,5,Apartment,2325,66.66666666666667,High,Yearly,Unfurnished,For Rent,2/5/2024,76,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Shawamekh, Abu Dhabi",200000,4,7,Villa,10000,20,High,Yearly,Unfurnished,For Rent,2/11/2024,70,Al Shawamekh,Abu Dhabi,24.34873545,54.66280179038579
"Al Zeina, Al Raha Beach, Abu Dhabi",130000,3,4,Apartment,1900,68.42105263157895,Medium,Yearly,Unfurnished,For Rent,2/8/2024,73,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Bloom Central Residential, Bloom Central, Al Tibbiya, Abu Dhabi",120000,2,3,Apartment,1894,63.35797254487856,Medium,Yearly,Unfurnished,For Rent,3/16/2023,402,Al Tibbiya,Abu Dhabi,,
"Al Mushrif, Abu Dhabi",70000,3,3,Apartment,1100,63.63636363636363,Medium,Yearly,Unfurnished,For Rent,2/11/2024,70,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Al Zeina, Al Raha Beach, Abu Dhabi",100000,2,3,Apartment,1700,58.8235294117647,Medium,Yearly,Unfurnished,For Rent,2/8/2024,73,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Contemporary Style, Al Reef Villas, Al Reef, Abu Dhabi",120000,4,4,Villa,2424,49.50495049504951,Medium,Yearly,Unfurnished,For Rent,9/4/2023,230,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Khalifa City, Abu Dhabi",26000,0,1,Apartment,788,32.994923857868024,Low,Yearly,Unfurnished,For Rent,2/19/2024,62,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Water's Edge, Yas Island, Abu Dhabi",80000,2,3,Apartment,1076,74.34944237918215,Medium,Yearly,Unfurnished,For Rent,2/2/2024,79,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Hadeel, Al Raha Beach, Abu Dhabi",180000,3,4,Apartment,2019,89.15304606240713,High,Yearly,Unfurnished,For Rent,1/31/2024,81,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Khalidiyah, Abu Dhabi",55000,2,2,Apartment,1250,44,Low,Yearly,Unfurnished,For Rent,2/5/2024,76,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"RDK Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",75000,1,2,Apartment,901,83.24084350721421,Medium,Yearly,Unfurnished,For Rent,2/13/2024,68,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"The Crystal Tower, Al Khalidiyah, Abu Dhabi",115000,3,4,Apartment,2200,52.27272727272727,Medium,Yearly,Unfurnished,For Rent,2/12/2024,69,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Corniche Road, Abu Dhabi",185000,4,5,Apartment,4000,46.25,High,Yearly,Unfurnished,For Rent,2/1/2024,80,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Al Mushrif, Abu Dhabi",180000,5,6,Villa,3500,51.42857142857143,High,Yearly,Unfurnished,For Rent,1/29/2024,83,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Mayan 3, Mayan, Yas Island, Abu Dhabi",370000,4,5,Apartment,3010,122.92358803986713,High,Yearly,Unfurnished,For Rent,2/13/2024,68,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",95000,3,4,Villa,2424,39.19141914191419,Medium,Yearly,Unfurnished,For Rent,2/1/2024,80,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Tourist Club Area (TCA), Abu Dhabi",45000,2,1,Apartment,1200,37.5,Low,Yearly,Unfurnished,For Rent,2/2/2024,79,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Al Reef Tower, Corniche Area, Abu Dhabi",96250,2,4,Apartment,1680,57.29166666666666,Medium,Yearly,Unfurnished,For Rent,8/2/2023,263,Corniche Area,Abu Dhabi,24.484107,54.35067
"Electra Street, Abu Dhabi",53000,3,3,Apartment,1749,30.303030303030305,Low,Yearly,Unfurnished,For Rent,10/19/2023,185,Electra Street,Abu Dhabi,24.4849713,54.3619673
"Lulu Towers, Sheikh Khalifa Bin Zayed Street, Abu Dhabi",110000,3,5,Apartment,2500,44,Medium,Yearly,Unfurnished,For Rent,8/23/2022,607,Sheikh Khalifa Bin Zayed Street,Abu Dhabi,24.514535,54.3895051
"Eastern Mangrove Promenade, Eastern Mangroves Complex, Al Zahraa, Abu Dhabi",140000,2,3,Apartment,1470,95.23809523809524,Medium,Yearly,Unfurnished,For Rent,2/28/2024,53,Al Zahraa,Abu Dhabi,24.4391653,54.435218
"Saadiyat Beach Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",75000,1,2,Apartment,1043,71.90795781399808,Medium,Yearly,Unfurnished,For Rent,9/25/2023,209,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Al Zeina Building F, Al Zeina, Al Raha Beach, Abu Dhabi",460000,5,7,Villa,5898,77.99253984401491,High,Yearly,Unfurnished,For Rent,2/9/2024,72,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Reef Downtown, Al Reef, Abu Dhabi",76000,3,4,Apartment,1851,41.05888708806051,Medium,Yearly,Unfurnished,For Rent,2/1/2024,80,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Sigma Tower 1, Sigma Towers, City of Lights, Al Reem Island, Abu Dhabi",80000,2,3,Apartment,1285,62.2568093385214,Medium,Yearly,Unfurnished,For Rent,3/12/2024,40,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Hydra Avenue Towers, City of Lights, Al Reem Island, Abu Dhabi",53000,0,1,Apartment,425,124.70588235294116,Low,Yearly,Unfurnished,For Rent,2/1/2024,80,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",155000,5,6,Villa,2943,52.6673462453279,High,Yearly,Unfurnished,For Rent,4/8/2024,13,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Mohamed Bin Zayed Centre, Mohammed Bin Zayed City, Abu Dhabi",27000,0,1,Apartment,788,34.263959390862944,Low,Yearly,Unfurnished,For Rent,3/12/2024,40,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Reef Villas, Al Reef, Abu Dhabi",135000,4,5,Villa,2828,47.73691654879774,Medium,Yearly,Unfurnished,For Rent,2/6/2024,75,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Electra Street, Abu Dhabi",53000,3,3,Apartment,1780,29.775280898876403,Low,Yearly,Unfurnished,For Rent,2/2/2024,79,Electra Street,Abu Dhabi,24.4849713,54.3619673
"Al Rahba, Abu Dhabi",145000,6,6,Villa,9880,14.676113360323887,High,Yearly,Unfurnished,For Rent,2/1/2024,80,Al Rahba,Abu Dhabi,24.6030114,54.6947478
"Al Marasy, Al Bateen, Abu Dhabi",119900,2,3,Apartment,1646,72.84325637910085,Medium,Yearly,Unfurnished,For Rent,7/17/2023,279,Al Bateen,Abu Dhabi,24.45138385,54.33796581892305
"Al Rayyana, Khalifa City, Abu Dhabi",119888,2,3,Apartment,1250,95.9104,Medium,Yearly,Furnished,For Rent,1/17/2024,95,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Rahba, Abu Dhabi",150000,6,8,Villa,5100,29.41176470588235,High,Yearly,Unfurnished,For Rent,3/15/2024,37,Al Rahba,Abu Dhabi,24.6030114,54.6947478
"Mina Tower, Mina Road, Tourist Club Area (TCA), Abu Dhabi",115000,3,4,Apartment,2400,47.91666666666666,Medium,Yearly,Unfurnished,For Rent,1/26/2024,86,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Eastern Mangrove Promenade, Eastern Mangroves Complex, Al Zahraa, Abu Dhabi",94888,1,2,Apartment,920,103.1391304347826,Medium,Yearly,Furnished,For Rent,1/23/2024,89,Al Zahraa,Abu Dhabi,24.4391653,54.435218
"Marina Bay By DAMAC, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",59999,1,2,Apartment,1097,54.69371011850502,Low,Yearly,Unfurnished,For Rent,1/19/2024,93,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Shamkha, Abu Dhabi",30000,1,1,Apartment,1000,30,Low,Yearly,Unfurnished,For Rent,2/24/2024,57,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Saadiyat Beach Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",125000,2,3,Apartment,1890,66.13756613756614,Medium,Yearly,Unfurnished,For Rent,1/25/2024,87,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Al Rayyana, Khalifa City, Abu Dhabi",75000,1,2,Apartment,850,88.23529411764706,Medium,Yearly,Furnished,For Rent,1/17/2024,95,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Shams Abu Dhabi, Al Reem Island, Abu Dhabi",79900,2,3,Apartment,1438,55.56328233657858,Medium,Yearly,Unfurnished,For Rent,7/15/2023,281,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Khalifa City, Abu Dhabi",130000,4,5,Villa,3900,33.333333333333336,Medium,Yearly,Unfurnished,For Rent,11/21/2023,152,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Khalidiyah, Abu Dhabi",63000,3,2,Apartment,1450,43.44827586206897,Low,Yearly,Unfurnished,For Rent,1/26/2024,86,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Bawabat Al Sharq, Baniyas, Abu Dhabi",100000,3,5,Apartment,1980,50.505050505050505,Medium,Yearly,Unfurnished,For Rent,1/22/2024,90,Baniyas,Abu Dhabi,24.488919,54.3625614
"Mohamed Bin Zayed Centre, Mohammed Bin Zayed City, Abu Dhabi",100000,2,2,Apartment,1400,71.42857142857143,Medium,Yearly,Unfurnished,For Rent,4/6/2024,15,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Reef Downtown, Al Reef, Abu Dhabi",69999,2,3,Apartment,1680,41.66607142857143,Medium,Yearly,Unfurnished,For Rent,3/12/2024,40,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Airport Street, Abu Dhabi",26000,0,1,Apartment,550,47.27272727272727,Low,Yearly,Unfurnished,For Rent,7/28/2023,268,Airport Street,Abu Dhabi,24.2577139,55.6334536
"Al Raha Lofts 1, Al Raha Lofts, Al Raha Beach, Abu Dhabi",95000,2,3,Apartment,1250,76,Medium,Yearly,Furnished,For Rent,2/28/2024,53,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"The Bridges, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",66500,1,1,Apartment,850,78.23529411764706,Medium,Yearly,Furnished,For Rent,1/18/2024,94,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Raha Beach, Abu Dhabi",168000,3,4,Apartment,2400,70,High,Yearly,Unfurnished,For Rent,1/23/2024,89,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Beach Rotana Hotel, Tourist Club Area (TCA), Abu Dhabi",220000,3,5,Apartment,2100,104.76190476190476,High,Yearly,Unfurnished,For Rent,1/19/2024,93,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Corniche Area, Abu Dhabi",95000,4,4,Apartment,2669,35.59385537654552,Medium,Yearly,Unfurnished,For Rent,2/23/2024,58,Corniche Area,Abu Dhabi,24.484107,54.35067
"Rawdhat Abu Dhabi, Abu Dhabi",75000,2,2,Apartment,1345,55.762081784386616,Medium,Yearly,Unfurnished,For Rent,1/17/2024,95,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Danet Abu Dhabi, Abu Dhabi",65000,2,2,Apartment,1500,43.333333333333336,Low,Yearly,Unfurnished,For Rent,11/2/2023,171,Danet Abu Dhabi,Abu Dhabi,24.42934995,54.43619387355408
"West Yas, Yas Island, Abu Dhabi",350000,5,7,Villa,6860,51.02040816326531,High,Yearly,Unfurnished,For Rent,3/6/2024,46,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Emirates Tower, Hamdan Street, Abu Dhabi",130000,3,5,Apartment,2800,46.42857142857143,Medium,Yearly,Unfurnished,For Rent,1/17/2024,95,Hamdan Street,Abu Dhabi,24.2425603,55.7121184
"Noya, Yas Island, Abu Dhabi",190000,3,4,Townhouse,1753,108.38562464346836,High,Yearly,Unfurnished,For Rent,1/15/2024,97,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Shakhbout City, Abu Dhabi",150000,5,6,Villa,6200,24.193548387096776,High,Yearly,Unfurnished,For Rent,1/19/2024,93,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Al Rayyana, Khalifa City, Abu Dhabi",66000,1,2,Apartment,1119,58.98123324396783,Medium,Yearly,Unfurnished,For Rent,1/18/2024,94,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Noya, Yas Island, Abu Dhabi",175000,3,4,Townhouse,1792,97.65625,High,Yearly,Unfurnished,For Rent,4/4/2024,17,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Marina Bay, City of Lights, Al Reem Island, Abu Dhabi",55000,1,2,Apartment,946,58.13953488372093,Low,Yearly,Unfurnished,For Rent,1/25/2024,87,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Khalifa City, Abu Dhabi",550000,9,11,Villa,20677,26.599603424094404,High,Yearly,Unfurnished,For Rent,1/25/2024,87,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Noya, Yas Island, Abu Dhabi",180000,3,3,Townhouse,1786,100.7838745800672,High,Yearly,Unfurnished,For Rent,1/24/2024,88,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Rayyana, Khalifa City, Abu Dhabi",114888,2,3,Apartment,1230,93.40487804878047,Medium,Yearly,Furnished,For Rent,1/17/2024,95,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",100000,2,3,Villa,1262,79.23930269413628,Medium,Yearly,Furnished,For Rent,1/12/2024,100,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Al Hadeel, Al Raha Beach, Abu Dhabi",135000,2,2,Apartment,1516,89.05013192612137,Medium,Yearly,Unfurnished,For Rent,1/10/2024,102,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Sidra Community, Al Raha Gardens, Abu Dhabi",150000,4,5,Townhouse,3350,44.776119402985074,High,Yearly,Unfurnished,For Rent,10/16/2023,188,Al Raha Gardens,Abu Dhabi,24.42772055,54.55168867992076
"Al Shamkha, Abu Dhabi",32000,1,1,Apartment,1051,30.44719314938154,Low,Yearly,Unfurnished,For Rent,12/26/2023,117,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Al Jubail Island, Abu Dhabi",350000,3,4,Townhouse,2476,141.35702746365104,High,Yearly,Unfurnished,For Rent,3/27/2024,25,Al Jubail Island,Abu Dhabi,24.53170985,54.486156497090434
"Shabiya 10, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",45000,2,2,Apartment,1500,30,Low,Yearly,Unfurnished,For Rent,1/26/2024,86,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Mohammed Bin Zayed City, Abu Dhabi",150000,4,7,Villa,6199,24.197451201806743,High,Yearly,Unfurnished,For Rent,1/12/2024,100,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"AD One Tower, Capital Centre, Abu Dhabi",55000,1,2,Apartment,890,61.79775280898876,Low,Yearly,Unfurnished,For Rent,11/2/2023,171,Capital Centre,Abu Dhabi,24.4191359,54.4400422
"Al Bateen Airport, Al Matar, Abu Dhabi",63900,1,1,Apartment,960,66.5625,Low,Yearly,Unfurnished,For Rent,3/3/2024,49,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Khalifa City, Abu Dhabi",285000,5,6,Villa,5200,54.80769230769231,High,Yearly,Unfurnished,For Rent,1/11/2024,101,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Reem Island, Abu Dhabi",74999,2,3,Apartment,1350,55.55481481481481,Medium,Yearly,Unfurnished,For Rent,1/10/2024,102,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Reef Downtown, Al Reef, Abu Dhabi",62999,2,2,Apartment,1237,50.92886014551334,Low,Yearly,Unfurnished,For Rent,9/26/2023,208,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Rawdhat Abu Dhabi, Abu Dhabi",65000,2,2,Apartment,1350,48.14814814814815,Low,Yearly,Unfurnished,For Rent,11/2/2023,171,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Al Raha Beach, Abu Dhabi",130000,3,4,Apartment,1485,87.54208754208754,Medium,Yearly,Unfurnished,For Rent,1/11/2024,101,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Khalidiyah Street, Al Khalidiyah, Abu Dhabi",80000,3,4,Apartment,1700,47.05882352941177,Medium,Yearly,Unfurnished,For Rent,1/9/2024,103,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Zayed Sports City, Abu Dhabi",200000,6,6,Villa,5000,40,High,Yearly,Unfurnished,For Rent,1/8/2024,104,Zayed Sports City,Abu Dhabi,24.4177935,54.447876
"Pixel, Makers District, Al Reem Island, Abu Dhabi",80000,1,2,Apartment,800,100,Medium,Yearly,Unfurnished,For Rent,12/30/2023,113,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Airport Street, Abu Dhabi",65000,3,2,Apartment,1450,44.82758620689656,Low,Yearly,Unfurnished,For Rent,1/10/2024,102,Airport Street,Abu Dhabi,24.2577139,55.6334536
"Al Khaleej Al Arabi Street, Al Bateen, Abu Dhabi",63000,0,1,Apartment,800,78.75,Low,Yearly,Furnished,For Rent,10/20/2023,184,Al Bateen,Abu Dhabi,24.45138385,54.33796581892305
"Khalifa City, Abu Dhabi",180000,6,9,Villa,11999,15.001250104175348,High,Yearly,Unfurnished,For Rent,1/10/2024,102,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Remah Tower, Al Hosn, Abu Dhabi",85000,2,3,Apartment,1776,47.86036036036036,Medium,Yearly,Unfurnished,For Rent,2/19/2024,62,Al Hosn,Abu Dhabi,24.47311215,54.36330129768281
"Mangrove Residence, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",69991,1,2,Apartment,650,107.67846153846152,Medium,Yearly,Unfurnished,For Rent,12/28/2023,115,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Muroor Road, Al Muroor, Abu Dhabi",31999,0,1,Apartment,520,61.53653846153846,Low,Yearly,Unfurnished,For Rent,2/21/2024,60,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Desert Style, Al Reef Villas, Al Reef, Abu Dhabi",189000,5,6,Villa,3700,51.08108108108108,High,Yearly,Furnished,For Rent,8/2/2023,263,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Mediterranean Style, Al Reef Villas, Al Reef, Abu Dhabi",140000,4,5,Villa,2858,48.98530440867739,Medium,Yearly,Unfurnished,For Rent,2/12/2024,69,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Etihad Towers, Corniche Road, Abu Dhabi",178000,2,3,Apartment,1335,133.33333333333334,High,Yearly,Furnished,For Rent,2/27/2024,54,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Khalifa City, Abu Dhabi",90000,2,4,Apartment,1332,67.56756756756756,Medium,Yearly,Unfurnished,For Rent,3/6/2024,46,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"The Gate Tower 2, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",63000,1,2,Apartment,960,65.625,Low,Yearly,Unfurnished,For Rent,1/29/2024,83,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Madinat Al Riyadh, Abu Dhabi",165000,7,10,Villa,5010,32.93413173652694,High,Yearly,Unfurnished,For Rent,4/4/2024,17,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Shakhbout City, Abu Dhabi",25000,0,1,Apartment,300,83.33333333333333,Low,Yearly,Unfurnished,For Rent,1/3/2024,109,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Desert Style, Al Reef Villas, Al Reef, Abu Dhabi",75000,2,3,Villa,1834,40.89422028353326,Medium,Yearly,Unfurnished,For Rent,2/14/2024,67,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Shakhbout City, Abu Dhabi",42000,1,1,Apartment,1000,42,Low,Yearly,Unfurnished,For Rent,1/3/2024,109,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Hamdan Street, Abu Dhabi",55000,2,3,Apartment,1500,36.66666666666666,Low,Yearly,Unfurnished,For Rent,3/28/2024,24,Hamdan Street,Abu Dhabi,24.2425603,55.7121184
"Al Shamkha, Abu Dhabi",37000,1,1,Apartment,1150,32.17391304347826,Low,Yearly,Unfurnished,For Rent,3/12/2024,40,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Shakhbout City, Abu Dhabi",120000,4,6,Villa,6200,19.35483870967742,Medium,Yearly,Unfurnished,For Rent,1/5/2024,107,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Shakhbout City, Abu Dhabi",210000,5,8,Villa,7000,30,High,Yearly,Unfurnished,For Rent,1/5/2024,107,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Noya, Yas Island, Abu Dhabi",150000,2,3,Townhouse,1335,112.35955056179776,High,Yearly,Unfurnished,For Rent,3/20/2024,32,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Neem Residence, Rawdhat Abu Dhabi, Abu Dhabi",80000,2,3,Apartment,1260,63.49206349206349,Medium,Yearly,Unfurnished,For Rent,12/26/2023,117,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Al Dahre Compound, Khalifa City, Abu Dhabi",105000,3,4,Apartment,2300,45.65217391304348,Medium,Yearly,Unfurnished,For Rent,8/20/2023,245,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Noya, Yas Island, Abu Dhabi",149000,2,3,Townhouse,1335,111.61048689138576,High,Yearly,Unfurnished,For Rent,3/13/2024,39,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Qaryat Al HIDD, HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",160000,2,3,Apartment,1544,103.62694300518136,High,Yearly,Unfurnished,For Rent,4/2/2024,19,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Khalifa City, Abu Dhabi",50000,1,1,Apartment,883,56.62514156285391,Low,Yearly,Unfurnished,For Rent,1/4/2024,108,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Bawabat Al Sharq, Baniyas, Abu Dhabi",165000,4,4,Villa,5000,33,High,Yearly,Unfurnished,For Rent,1/4/2024,108,Baniyas,Abu Dhabi,24.488919,54.3625614
"Al Qubaisat, Al Mushrif, Abu Dhabi",33999,0,1,Apartment,550,61.81636363636363,Low,Yearly,Unfurnished,For Rent,1/31/2024,81,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Al Hadeel, Al Raha Beach, Abu Dhabi",190000,3,4,Apartment,2019,94.1059930658742,High,Yearly,Unfurnished,For Rent,1/25/2024,87,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Tourist Club Area (TCA), Abu Dhabi",110000,4,4,Apartment,2852,38.569424964936886,Medium,Yearly,Unfurnished,For Rent,3/4/2024,48,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Zone 8, Hydra Village, Abu Dhabi",59000,2,3,Villa,1848,31.926406926406926,Low,Yearly,Unfurnished,For Rent,12/25/2023,118,Hydra Village,Abu Dhabi,24.5463942,54.70197226933276
"Al Muroor, Abu Dhabi",240000,5,7,Villa,8200,29.26829268292683,High,Yearly,Unfurnished,For Rent,12/25/2023,118,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Al Raha Beach, Abu Dhabi",88999,2,4,Apartment,1600,55.624375,Medium,Yearly,Unfurnished,For Rent,12/17/2023,126,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Zeina Building A, Al Zeina, Al Raha Beach, Abu Dhabi",110000,1,1,Apartment,945,116.4021164021164,Medium,Yearly,Unfurnished,For Rent,2/6/2024,75,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",140000,5,6,Villa,3250,43.07692307692308,Medium,Yearly,Unfurnished,For Rent,12/10/2023,133,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Khalifa City, Abu Dhabi",125000,4,5,Villa,3000,41.66666666666666,Medium,Yearly,Unfurnished,For Rent,12/15/2023,128,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Bahia, Abu Dhabi",65000,3,3,Apartment,2200,29.545454545454547,Low,Yearly,Unfurnished,For Rent,1/25/2024,87,Al Bahia,Abu Dhabi,24.5140484,54.66308214538901
"Ansam 3, Ansam, Yas Island, Abu Dhabi",170000,2,4,Apartment,1714,99.18319719953324,High,Yearly,Unfurnished,For Rent,2/21/2024,60,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Rahba 1, Al Rahba, Al Muneera, Al Raha Beach, Abu Dhabi",210000,4,4,Apartment,2445,85.88957055214723,High,Yearly,Unfurnished,For Rent,3/11/2024,41,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Khalifa City, Abu Dhabi",140000,5,8,Villa,10000,14,Medium,Yearly,Unfurnished,For Rent,12/11/2023,132,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Mushrif Villas, Al Mushrif, Abu Dhabi",175000,6,8,Villa,5000,35,High,Yearly,Unfurnished,For Rent,3/3/2024,49,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Al Falah Street, Abu Dhabi",65000,3,4,Apartment,1960,33.16326530612245,Low,Yearly,Unfurnished,For Rent,1/7/2024,105,Al Falah Street,Abu Dhabi,24.280096,55.766997
"Al Bahia, Abu Dhabi",90000,4,4,Apartment,2500,36,Medium,Yearly,Unfurnished,For Rent,1/25/2024,87,Al Bahia,Abu Dhabi,24.5140484,54.66308214538901
"AD One Tower, Capital Centre, Abu Dhabi",135000,3,5,Apartment,2350,57.4468085106383,Medium,Yearly,Unfurnished,For Rent,11/2/2023,171,Capital Centre,Abu Dhabi,24.4191359,54.4400422
"Al Shamkha, Abu Dhabi",90000,4,4,Apartment,2500,36,Medium,Yearly,Unfurnished,For Rent,3/27/2024,25,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Al Maha 1, Al Maha, Al Muneera, Al Raha Beach, Abu Dhabi",180000,3,4,Apartment,1800,100,High,Yearly,Unfurnished,For Rent,3/22/2024,30,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Madinat Al Riyadh, Abu Dhabi",40000,1,2,Apartment,655,61.06870229007634,Low,Yearly,Unfurnished,For Rent,12/22/2023,121,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
